"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
9.788,11.708,9.884,6.236,6.908,7.292,9.308,9.5,9.308,9.5,9.5,9.98,8.54,7.772,7.58,8.444,9.692,9.884,10.172,8.54,8.156,7.1,7.292,11.612,11.036,9.5,9.404,7.292,6.716,8.252,11.804,11.612,10.844,6.044,6.14,7.292,10.076,10.748,10.172,9.212,9.116,9.308,9.884,8.444,8.348,6.812,7.484,6.716,9.5,10.364,9.98,6.62,6.14,6.14,6.62,9.884,10.172,6.524,6.332,6.236
10.364,10.844,8.732,8.732,9.02,6.716,9.212,9.884,9.98,10.172,10.076,7.1,7.292,9.116,11.132,11.612,10.46,10.748,10.556,10.652,8.348,9.788,9.98,7.484,7.388,10.076,12.092,13.148,10.076,10.364,7.676,6.044,7.964,8.252,11.324,10.076,8.732,7.292,6.332,6.812,10.844,10.364,9.98,9.5,7.868,6.428,9.308,11.42,10.748,6.812,6.908,10.94,10.844,9.884,9.02,9.308,11.804,10.076,9.5,8.636
10.364,11.132,8.348,6.812,7.004,8.348,11.228,12.572,9.308,7.772,8.636,9.692,8.348,7.964,7.484,7.292,7.58,9.884,10.172,9.884,11.708,11.996,9.788,10.076,9.884,8.444,6.428,7.1,9.596,8.348,6.62,5.948,6.332,8.732,11.036,9.884,9.596,9.98,7.964,6.812,11.132,12.476,14.876,10.556,6.332,6.524,10.268,10.172,11.612,9.884,6.524,6.812,10.748,11.804,7.58,11.132,7.388,7.196,7.196,7.004
9.884,11.036,9.5,5.948,6.428,8.732,7.292,7.292,9.884,10.652,8.924,11.132,14.972,9.404,7.1,9.5,10.748,9.884,7.388,6.044,7.004,6.908,6.812,10.076,9.788,6.908,6.524,6.716,8.924,8.06,9.5,11.804,10.268,10.268,10.268,9.884,9.308,7.292,7.292,10.172,10.748,9.884,8.156,6.044,6.236,6.812,10.076,9.98,9.98,9.212,8.348,8.156,7.292,9.98,9.884,7.964,6.908,7.676,10.748,9.788
9.692,9.5,7.868,9.212,9.404,8.924,8.06,7.676,7.1,8.348,11.228,10.076,6.62,6.524,6.524,6.044,10.076,10.364,10.364,8.156,8.828,11.324,9.98,7.1,7.1,7.004,7.388,6.908,9.212,11.324,11.708,10.076,8.348,6.14,6.236,9.884,10.94,9.884,6.908,5.66,9.884,9.884,7.484,6.332,7.1,8.54,8.252,6.524,6.236,10.748,13.148,9.884,9.404,7.964,6.428,6.62,7.58,7.772,8.54,9.788
9.116,10.076,8.156,7.964,7.772,10.172,9.884,11.516,11.612,7.964,7.196,6.14,8.348,10.748,10.748,11.708,9.98,6.236,6.428,7.772,12.572,10.94,9.308,7.004,6.62,7.484,11.612,12.572,11.228,10.172,7.292,6.044,8.252,8.54,9.02,7.58,7.004,6.812,6.716,6.812,7.964,8.252,10.172,11.036,8.636,6.524,9.116,10.844,10.268,9.212,9.404,9.98,7.388,6.812,7.772,7.292,7.58,9.5,11.228,10.844
9.788,9.884,9.884,10.076,10.172,10.652,8.444,8.444,7.196,6.62,6.428,7.292,8.348,9.884,8.156,6.812,7.292,8.348,10.94,9.404,8.06,7.964,6.332,10.652,13.436,13.052,11.036,10.748,10.268,9.884,7.292,6.716,7.1,7.388,10.652,11.324,10.076,6.62,6.044,10.94,12.188,11.804,11.42,11.324,9.308,7.388,9.692,10.076,11.804,8.636,6.236,5.66,6.62,7.292,11.132,12.476,9.5,9.308,9.404,9.404
8.252,8.156,9.788,11.324,11.324,10.748,6.62,7.292,10.268,11.612,9.404,6.812,6.14,10.652,10.652,7.676,6.428,9.308,9.884,11.516,9.884,10.364,7.292,6.14,10.748,11.228,11.132,9.884,7.1,6.524,8.444,8.348,8.54,10.076,10.172,7.484,6.236,6.524,9.404,9.98,10.556,10.076,10.172,7.388,6.62,7.964,7.1,6.812,6.812,9.212,11.612,10.364,10.076,8.06,6.62,6.812,10.844,9.884,9.788,9.692
9.692,9.692,9.5,9.884,8.348,7.772,6.428,9.116,9.308,9.788,9.692,7.772,7.004,10.076,9.5,8.06,7.964,11.996,14.396,10.94,5.948,5.66,6.716,7.292,8.732,10.748,9.98,9.788,8.252,7.292,6.332,8.54,11.42,11.036,7.868,7.964,6.428,6.044,6.812,9.98,10.844,10.748,9.788,7.292,6.908,8.348,7.388,7.004,9.308,10.94,12.86,10.652,9.596,9.5,9.5,9.5,9.5,7.772,6.332,10.748
9.884,10.652,9.5,7.1,9.02,9.116,8.732,7.772,7.676,6.428,7.292,7.004,10.172,9.404,8.444,6.236,6.332,6.812,8.732,10.076,10.94,9.404,6.524,5.66,8.06,10.94,11.42,8.252,9.5,7.772,6.716,6.044,6.428,7.1,7.58,11.036,12.86,9.404,7.772,7.1,6.524,10.076,9.98,10.076,9.212,6.716,6.332,6.332,10.076,11.516,11.036,10.076,12.188,13.916,8.06,6.236,6.332,6.14,6.14,9.308
8.732,9.404,9.692,7.868,6.332,7.868,11.132,11.42,11.324,10.172,10.076,9.692,9.116,9.98,11.516,9.98,6.812,6.044,6.812,7.484,8.348,9.98,10.076,7.196,7.772,10.94,11.42,9.884,6.908,6.908,7.58,7.772,8.444,11.708,10.556,7.772,7.004,10.076,9.98,7.676,6.716,7.868,9.404,8.156,6.428,7.772,7.868,8.252,8.444,5.948,7.772,10.844,10.556,8.06,8.348,9.98,9.692,9.884,7.676,6.14
7.964,9.02,9.308,8.54,7.58,9.404,11.516,11.324,10.268,7.388,6.62,6.524,6.428,6.428,10.748,11.036,9.404,7.964,7.676,10.076,9.5,8.348,6.812,7.004,11.324,10.94,12.38,14.684,9.788,6.428,6.428,7.292,9.5,9.5,9.404,8.732,9.884,8.444,7.772,9.116,10.076,9.212,8.924,9.308,9.116,7.484,7.676,10.268,9.98,9.884,8.444,8.348,6.428,7.676,10.172,10.844,11.42,7.772,6.044,7.004
7.676,7.004,8.348,8.828,9.788,9.98,10.076,10.076,7.196,6.044,6.14,6.236,9.02,11.132,10.172,7.292,6.332,6.908,6.62,9.884,11.036,9.98,10.748,10.94,10.652,10.46,7.1,6.716,6.428,11.42,11.516,9.98,7.964,8.252,8.252,8.348,8.924,8.924,9.308,10.076,9.98,9.884,9.5,8.252,7.484,8.444,10.268,9.98,9.5,9.308,8.444,7.196,7.484,10.94,12.38,11.036,8.54,6.14,6.812,7.58
9.5,8.636,7.58,6.14,9.884,9.692,10.076,10.172,10.172,6.524,8.54,11.228,9.98,10.748,10.652,10.46,7.484,7.676,9.116,11.036,10.94,10.46,10.844,9.5,9.404,9.5,6.62,5.948,6.044,9.98,13.148,10.748,10.076,6.62,6.716,6.524,6.428,6.044,7.196,9.884,11.036,10.076,9.5,7.196,8.348,10.844,9.404,7.964,6.62,6.236,9.5,9.308,8.636,7.292,6.812,9.98,10.844,10.076,7.196,6.62
8.252,7.484,7.1,9.788,12.572,10.94,10.652,10.844,8.636,5.948,6.524,7.196,7.292,6.044,9.98,10.268,8.06,7.868,12.572,11.324,8.924,6.428,7.676,9.212,11.132,10.748,9.308,8.444,6.62,8.444,10.748,9.692,8.924,6.332,7.388,7.676,9.884,10.076,6.524,6.044,6.812,10.46,11.804,9.212,6.236,6.332,9.692,12.956,12.38,10.556,9.884,6.908,6.812,6.812,9.692,10.364,10.364,9.98,6.332,6.044
8.636,9.5,7.868,6.236,7.388,8.348,10.844,10.364,9.116,9.884,10.748,11.132,8.252,7.004,6.716,9.788,12.572,9.884,7.772,6.62,7.292,8.924,10.652,10.844,10.076,10.076,9.98,9.884,8.348,7.004,6.428,6.332,10.076,11.324,8.252,9.308,7.196,9.404,11.132,8.924,6.428,7.196,10.268,10.748,9.5,7.1,7.484,7.484,8.156,8.156,7.58,9.98,11.516,10.268,6.236,6.716,6.524,6.524,10.844,10.844
10.172,11.42,11.42,10.844,7.388,8.636,9.884,10.364,9.884,9.884,9.98,7.388,6.524,9.884,11.036,7.484,7.388,9.788,10.844,10.172,10.844,9.884,6.332,6.428,7.004,9.98,9.98,9.98,9.98,9.98,8.636,7.388,6.524,6.524,11.708,13.532,10.076,7.676,7.1,7.292,7.964,8.348,10.076,9.5,7.676,6.812,6.716,8.156,11.324,10.076,9.98,9.212,9.308,9.884,9.884,7.964,6.62,9.788,11.804,9.116
8.924,10.268,11.132,10.652,9.308,6.62,6.14,6.236,9.308,9.692,9.884,6.332,6.044,6.812,9.884,10.076,9.98,7.772,7.292,12.188,11.516,11.42,10.364,11.228,8.06,6.332,7.58,6.14,6.044,9.5,11.036,11.228,7.004,6.62,11.42,11.324,9.98,6.716,6.908,10.46,12.956,10.364,9.5,7.676,8.444,10.364,9.212,7.964,9.116,9.98,9.884,9.212,6.62,7.004,11.036,10.652,8.924,7.004,7.292,7.388
10.364,11.324,11.804,9.308,8.252,8.06,6.62,7.388,9.788,11.516,10.94,7.388,7.484,7.58,8.54,9.212,9.404,9.884,9.788,9.212,7.868,7.868,9.788,8.252,7.868,6.62,12.572,12.572,11.516,12.668,9.692,9.596,9.884,7.676,6.044,8.732,7.676,7.004,9.116,12.86,14.972,8.444,8.06,7.964,7.004,10.172,9.116,6.908,6.044,6.236,9.404,10.076,11.42,10.844,10.076,7.964,7.292,11.804,10.076,9.98
10.268,9.116,7.58,6.044,7.292,11.612,10.076,9.884,6.812,5.66,9.98,7.484,6.62,8.444,9.884,9.404,6.62,6.62,6.62,9.308,8.444,6.524,5.948,6.14,7.484,8.636,8.348,8.348,7.868,7.676,7.676,9.884,12.572,11.996,9.404,6.236,7.772,7.292,7.1,8.252,7.004,6.332,9.98,7.484,6.62,6.908,10.172,8.732,7.772,6.524,6.044,6.908,10.172,9.404,7.676,8.252,10.076,9.884,6.62,6.236
9.308,8.348,8.06,6.524,11.708,12.764,12.476,9.5,7.772,6.524,9.884,10.172,7.868,6.14,6.524,7.964,10.364,10.556,9.5,9.404,7.676,7.58,9.02,9.308,10.844,9.116,6.812,7.484,6.428,9.308,10.076,10.652,7.484,6.14,6.332,6.236,10.172,12.38,11.708,11.132,11.228,10.556,9.596,10.076,9.308,9.98,8.252,7.196,6.14,9.5,11.324,9.5,6.14,8.924,9.5,10.652,11.612,10.844,11.132,11.324
9.308,9.404,9.5,10.172,9.788,10.268,9.98,10.748,8.06,7.58,6.428,7.388,7.292,8.828,10.844,11.42,11.42,7.292,6.716,9.692,9.884,12.956,14.396,10.364,6.524,5.948,8.444,10.076,10.172,10.652,9.02,6.428,6.716,10.172,9.884,9.116,7.004,6.524,7.964,11.036,11.42,9.884,7.196,6.428,7.676,10.364,10.268,10.268,8.444,6.428,8.156,8.252,10.652,10.076,9.98,9.404,7.196,6.524,10.844,12.188
9.884,10.748,9.404,9.98,8.156,8.924,10.94,10.172,9.02,9.788,10.652,7.484,6.428,7.1,7.388,11.036,11.516,11.324,8.252,6.14,6.332,6.524,10.076,11.516,9.884,7.964,8.828,11.708,9.596,9.5,10.268,8.828,9.5,9.5,7.964,7.772,7.292,7.388,7.388,10.076,11.708,9.116,5.66,6.044,8.732,8.444,9.404,9.788,7.868,7.196,7.004,6.716,6.332,9.404,13.436,13.148,10.172,10.268,7.196,6.908
6.716,6.716,6.428,7.388,7.292,9.692,10.844,11.132,11.324,9.116,9.98,10.268,10.46,7.292,7.196,7.1,6.812,8.444,12.476,11.612,11.228,6.812,6.236,10.268,11.708,9.308,10.076,7.58,6.044,9.212,10.94,11.036,9.02,6.428,6.812,6.62,6.236,10.46,11.228,9.692,6.428,6.428,10.076,9.404,8.54,6.812,7.196,8.732,9.116,9.308,9.98,9.212,8.828,10.844,11.324,10.172,6.044,6.14,7.484,11.324
8.924,8.828,9.788,12.956,10.652,10.172,7.196,6.14,6.332,8.924,8.828,10.652,10.46,7.964,7.484,11.516,11.516,10.268,10.844,9.212,8.444,7.388,7.292,8.348,10.652,11.132,9.116,5.948,6.236,9.596,9.02,11.324,11.612,10.268,10.268,8.636,7.196,7.1,6.716,6.62,6.62,7.484,7.484,9.692,11.228,10.748,8.828,6.428,7.772,8.348,14.972,10.556,6.236,6.428,8.828,8.732,8.348,7.772,6.62,6.044
8.06,9.98,11.036,7.772,6.428,9.98,9.98,8.924,8.06,8.06,11.708,11.228,11.228,10.076,10.268,9.5,8.252,7.964,9.404,9.596,10.268,9.98,8.444,7.292,6.524,9.788,10.748,9.98,10.076,10.844,9.404,9.212,10.46,11.324,11.036,6.236,6.716,10.844,12.284,9.884,7.676,7.196,9.5,12.38,9.98,8.828,6.428,6.524,7.964,7.1,9.98,10.364,9.98,9.212,9.692,9.98,10.364,9.788,9.884,7.1
8.252,8.444,8.636,7.196,5.66,10.364,10.748,8.54,7.388,7.292,8.924,11.228,12.476,10.076,9.884,7.1,6.812,8.348,7.964,9.884,9.884,10.076,10.268,11.132,10.268,7.1,7.58,13.052,9.212,8.156,8.252,10.172,7.868,6.332,7.868,7.58,8.54,9.5,11.036,10.076,9.788,8.828,6.908,6.908,7.58,10.652,9.884,7.868,7.484,10.364,9.98,6.812,6.62,10.556,9.308,8.252,11.612,11.804,9.884,7.1
6.716,6.62,7.292,10.94,10.172,8.54,7.964,6.332,6.428,11.516,8.156,6.14,6.62,9.98,9.692,6.62,6.524,6.428,9.212,10.076,9.98,6.524,6.14,6.14,9.404,11.804,10.652,11.42,9.98,8.252,6.428,6.332,6.332,8.06,7.868,11.228,11.708,10.652,9.884,7.196,6.14,6.044,7.388,7.484,9.884,10.748,8.924,6.332,7.676,10.268,9.884,9.212,9.404,9.596,11.132,8.732,10.748,8.348,6.332,6.14
10.844,11.42,8.348,5.66,7.004,11.804,12.188,8.252,9.788,9.116,8.252,8.252,7.484,7.484,9.116,11.324,10.94,6.524,6.236,7.388,7.388,9.212,11.132,10.268,9.02,7.388,8.06,9.884,10.844,10.748,10.748,7.58,6.332,6.428,7.292,9.404,10.748,10.076,10.172,10.172,10.076,9.5,10.46,8.924,6.62,7.388,8.156,9.692,11.228,8.924,7.196,8.156,10.076,8.636,7.868,6.044,9.98,9.884,9.692,6.62
7.292,7.292,9.404,10.364,9.884,10.172,8.252,7.772,9.308,9.404,8.636,6.332,6.236,8.54,7.484,6.524,9.404,9.884,7.196,7.004,9.308,11.9,11.228,10.172,6.428,6.236,9.308,10.076,10.364,10.844,9.788,7.004,6.332,8.252,9.5,10.748,12.38,9.212,9.116,10.076,8.252,8.252,8.924,7.004,7.196,7.964,7.772,10.652,10.268,6.812,6.14,7.676,9.308,11.804,9.308,6.428,6.428,7.772,10.748,10.076
7.676,8.348,9.98,9.788,9.788,8.252,7.004,6.428,6.428,9.404,10.94,10.076,9.02,7.292,8.252,10.748,11.036,8.348,8.252,7.58,9.884,10.556,10.844,11.132,7.964,7.484,7.388,10.076,12.956,10.172,8.156,7.388,6.236,7.388,9.5,11.228,9.884,11.228,10.076,10.076,7.1,6.524,6.524,6.524,11.516,11.324,12.956,11.324,11.324,7.004,6.524,9.98,14.972,11.228,8.924,5.66,6.524,7.292,11.516,10.748
9.788,10.748,9.308,9.788,10.268,10.268,8.252,6.14,6.908,7.004,7.196,10.268,10.076,10.172,8.252,7.292,6.044,7.196,9.98,9.404,9.404,7.484,8.06,9.212,10.172,9.884,9.788,7.196,7.58,9.98,10.748,7.58,6.524,8.156,8.732,6.812,8.06,8.348,11.036,9.5,9.788,9.212,7.196,8.444,7.868,8.54,9.692,8.156,9.308,12.476,10.076,6.908,7.004,9.884,11.324,8.54,6.428,6.044,6.236,9.5
9.308,9.308,11.228,11.324,8.444,8.636,9.5,8.444,8.636,9.404,10.748,7.388,5.66,5.66,6.62,8.156,6.524,9.116,8.444,6.332,5.66,5.66,6.524,6.332,6.236,6.236,6.236,6.332,8.636,8.828,9.5,10.076,10.172,9.788,7.772,7.868,8.06,8.444,11.132,11.708,8.156,6.524,10.46,12.572,9.404,8.828,9.884,10.844,10.748,11.132,11.228,9.02,8.636,8.54,10.076,12.476,14.204,11.228,8.156,7.964
9.884,9.884,9.98,10.364,7.388,6.908,9.884,10.172,9.404,10.172,12.668,11.132,9.98,11.036,9.5,6.524,6.716,10.46,11.036,10.748,7.1,6.428,6.812,9.212,10.268,11.42,9.884,7.292,7.484,9.788,10.556,10.364,7.964,8.444,11.804,11.804,8.54,10.652,10.268,5.66,6.62,9.308,9.884,11.036,9.884,10.172,9.884,10.076,10.172,8.828,7.964,7.1,10.94,11.708,11.516,10.652,10.076,10.076,9.5,8.444
10.268,11.132,10.364,10.076,7.292,5.756,9.212,11.516,10.268,9.5,9.788,8.924,7.004,6.812,10.076,10.268,8.444,7.292,8.636,10.364,10.94,9.212,9.404,9.788,9.308,6.524,8.156,8.924,10.748,10.172,9.788,7.484,7.004,6.62,6.428,10.652,10.076,7.196,6.044,6.14,9.5,9.884,9.788,8.636,6.332,7.964,8.348,10.556,10.268,10.172,9.212,9.308,9.98,7.196,6.044,6.62,6.812,6.332,9.596,9.692
10.748,11.228,8.444,7.388,6.044,7.484,10.844,11.228,8.732,7.196,7.868,10.844,9.596,10.844,12.476,8.444,6.62,7.292,7.292,8.828,11.516,12.956,11.036,10.46,7.772,6.524,7.196,7.964,8.156,9.5,14.876,10.076,6.524,6.332,10.364,9.98,9.884,9.5,9.212,9.308,9.212,9.308,8.636,8.54,8.156,6.812,9.98,10.268,7.388,6.332,8.156,7.964,11.804,10.844,11.036,9.884,9.884,8.444,6.332,6.428
8.348,7.868,6.332,7.58,7.676,8.156,10.172,7.58,7.196,7.484,12.764,11.036,9.884,7.484,7.484,10.172,10.844,11.228,7.964,8.924,10.076,9.404,9.884,7.1,8.348,10.076,9.596,6.812,5.66,9.788,9.308,7.964,6.812,6.62,6.524,8.444,8.06,9.404,9.308,9.212,9.788,9.884,6.62,6.044,6.236,6.62,6.524,6.428,9.212,11.228,12.572,9.692,9.788,9.788,9.98,8.252,7.58,7.772,9.884,10.748
9.788,10.652,10.172,9.98,9.884,9.884,9.98,7.964,7.388,8.732,9.788,8.06,6.332,6.428,9.884,8.348,6.428,6.812,8.636,8.06,7.772,11.804,11.324,14.972,9.98,8.06,6.524,7.388,7.292,8.06,9.5,9.596,9.98,10.364,10.364,8.444,7.196,7.1,11.804,12.668,12.476,10.076,8.252,8.348,9.596,7.868,7.1,6.908,6.812,6.908,6.812,6.812,10.268,12.38,9.692,7.004,7.196,11.036,11.804,11.804
11.324,11.324,7.772,5.948,11.324,7.964,7.484,10.076,13.052,9.5,9.308,7.196,6.236,6.332,7.484,7.388,7.388,7.196,7.004,6.524,6.62,9.596,10.94,10.46,7.484,6.332,8.828,13.532,11.708,9.5,6.908,6.236,6.62,6.62,9.212,8.636,8.252,8.252,9.884,9.98,9.404,8.156,6.62,7.388,11.036,11.612,11.516,9.884,7.868,6.14,11.036,12.956,13.148,10.748,10.652,7.676,7.004,8.54,8.54,9.404
8.924,8.636,9.308,9.788,9.788,6.812,6.332,9.788,12.956,11.708,10.652,6.332,6.236,9.404,9.884,8.54,9.98,9.98,10.076,7.1,6.044,6.524,8.348,7.388,8.06,9.884,10.556,9.788,7.964,10.076,12.476,11.42,10.364,10.652,7.772,6.428,9.5,14.972,12.476,7.484,9.308,11.516,11.324,11.036,9.98,7.58,6.524,8.828,11.228,10.556,7.004,9.308,10.076,10.268,6.332,5.948,7.1,9.98,11.228,10.46
10.076,10.556,8.348,7.196,7.484,11.036,10.268,9.98,8.348,8.156,8.252,12.668,13.244,11.228,9.308,9.308,9.884,8.156,6.716,6.62,10.94,14.972,11.612,11.132,9.116,9.5,9.5,9.404,8.156,7.1,10.844,10.748,8.54,8.54,7.58,7.1,8.252,10.364,10.748,8.444,6.908,6.812,6.524,11.516,11.516,10.364,9.116,7.964,8.54,7.196,7.1,6.716,9.308,12.188,11.228,9.212,8.924,9.788,7.58,6.044
8.924,7.292,7.004,6.908,8.924,8.348,10.652,7.292,6.044,6.62,6.524,10.844,10.172,6.812,6.14,10.172,9.98,9.884,7.196,6.332,6.14,6.14,9.308,10.268,8.828,9.212,11.036,11.516,9.212,6.14,6.236,7.004,8.444,11.516,11.612,7.292,6.428,7.484,7.292,7.1,10.172,14.972,12.764,8.732,8.348,6.908,6.716,8.444,8.636,6.524,5.852,6.044,9.5,12.764,9.98,8.348,6.908,6.812,11.612,9.98
9.5,9.884,7.58,6.524,6.62,9.5,9.308,11.132,10.844,9.884,8.636,6.044,6.812,8.252,9.692,9.788,9.884,9.884,8.636,6.716,7.196,7.1,11.996,12.86,10.172,9.884,6.812,6.812,6.332,10.076,9.98,8.444,6.428,6.524,8.444,8.06,8.156,8.924,9.404,9.5,6.812,6.428,9.98,12.764,12.476,11.516,11.132,10.364,9.5,10.556,9.884,9.884,9.98,9.788,6.62,5.66,6.524,7.676,10.076,10.076
8.54,7.868,7.388,8.252,8.348,10.268,10.268,10.268,10.076,7.772,7.868,7.292,11.228,11.132,7.484,6.812,6.524,10.556,10.652,10.844,9.404,6.236,6.428,6.524,9.404,8.348,6.908,6.524,8.252,9.5,9.692,9.884,7.676,7.004,9.116,9.788,9.98,8.06,6.332,6.524,10.748,14.972,10.844,7.1,7.676,7.58,9.404,9.98,9.788,8.252,8.636,8.636,8.732,9.788,7.484,6.524,7.964,7.388,10.172,10.748
10.172,10.268,7.388,6.332,7.292,7.1,7.772,8.252,8.924,9.212,10.844,11.132,9.788,10.364,9.404,10.076,9.884,10.076,7.676,6.14,7.196,11.036,14.972,11.516,10.268,9.404,9.116,8.732,8.348,7.292,7.676,9.5,10.844,8.252,8.06,6.908,6.524,10.748,12.956,10.652,9.98,10.364,9.884,6.716,6.14,10.748,10.076,10.076,9.212,8.828,9.788,10.076,7.484,7.772,10.268,12.572,10.652,10.844,9.212,6.62
10.076,8.924,8.348,8.156,7.964,11.516,11.324,7.964,7.868,8.156,9.884,9.404,7.676,7.58,7.58,9.308,10.46,7.292,6.14,6.908,9.788,13.244,11.324,10.172,9.98,9.5,6.812,6.908,6.524,9.308,8.444,7.58,7.388,7.868,9.788,9.212,10.46,11.516,10.46,6.14,6.044,9.884,11.804,10.076,9.98,7.484,6.428,6.428,8.732,11.036,8.348,7.1,7.196,9.5,14.972,11.42,11.42,11.132,10.364,10.172
9.212,9.98,10.172,10.364,10.844,8.732,10.652,10.844,9.788,11.228,9.404,6.14,5.852,7.964,11.996,11.228,11.036,10.172,9.692,7.964,8.252,9.884,9.02,6.428,7.484,9.884,9.308,8.156,7.964,9.692,8.348,8.06,7.388,10.94,10.748,7.292,6.044,7.292,10.364,11.132,8.924,7.196,7.292,9.308,10.076,12.956,10.748,9.98,8.06,6.332,8.156,7.292,10.172,9.884,11.804,11.804,10.652,7.292,6.236,9.308
9.596,9.884,10.268,8.732,7.196,6.524,6.62,8.636,10.172,7.1,6.716,11.324,11.324,8.06,6.716,6.428,6.812,7.004,7.868,10.172,11.228,10.844,11.516,8.06,6.908,9.5,8.54,7.292,7.004,9.308,9.404,10.268,10.268,10.268,7.676,6.044,7.196,8.636,8.348,7.484,7.868,8.252,7.196,6.332,10.364,10.172,9.884,7.58,7.004,7.964,11.804,11.228,7.1,8.06,8.156,8.156,10.94,10.46,9.98,7.292
10.076,9.98,9.884,9.884,9.404,6.62,7.1,7.964,7.58,7.196,8.156,9.98,9.212,9.212,9.884,8.828,8.54,7.868,7.196,6.14,10.844,11.804,9.308,7.772,6.236,6.524,9.884,10.268,10.268,10.172,11.804,10.076,9.884,7.004,6.812,6.62,9.308,9.308,11.708,9.692,9.98,9.788,8.924,9.5,9.884,10.652,11.516,8.348,6.044,6.524,8.252,8.348,6.62,6.62,6.524,7.292,9.308,10.172,9.884,9.98
9.884,10.748,7.868,6.524,7.484,8.444,11.516,11.612,12.572,9.596,8.06,6.236,8.636,8.828,9.98,12.38,9.884,8.252,6.908,6.14,6.812,8.54,9.788,9.884,10.268,8.732,6.236,7.772,8.636,9.02,10.268,10.652,10.46,9.02,9.212,9.788,9.5,7.964,6.236,6.236,8.444,9.308,8.54,8.348,7.388,6.524,9.308,11.228,9.98,6.044,6.332,6.716,7.196,13.052,15.068,14.012,14.78,9.98,6.044,7.004
9.98,9.596,7.1,7.196,9.404,10.844,9.596,6.332,6.236,6.14,8.252,10.268,10.076,8.732,6.044,5.948,7.196,9.788,11.132,9.308,8.828,8.06,9.884,11.612,9.98,10.844,8.444,5.66,6.524,8.54,10.172,9.884,7.868,7.1,7.196,7.1,10.076,8.924,6.62,7.196,7.196,6.524,9.5,9.02,8.06,7.868,6.428,6.716,7.004,9.404,10.94,10.46,9.404,7.868,7.484,10.076,10.652,11.516,10.556,11.516
10.076,10.172,10.364,7.388,8.156,9.5,7.484,6.044,6.236,9.98,10.268,7.388,6.524,7.388,7.196,9.404,9.884,10.076,8.156,6.428,6.62,9.212,9.5,9.98,10.94,9.404,9.98,7.292,6.716,9.692,11.612,11.228,11.132,10.844,10.268,10.364,10.172,9.788,9.404,7.292,6.524,7.964,13.82,11.228,9.884,9.788,9.404,7.868,6.908,9.884,11.036,8.252,6.716,6.716,6.236,7.772,10.076,9.5,9.98,7.676
7.676,7.1,7.004,9.116,10.364,8.348,9.98,11.42,11.516,7.196,6.044,6.044,6.428,10.076,14.972,11.804,6.14,9.5,10.46,11.228,8.252,7.676,8.348,10.844,9.98,6.236,6.236,9.5,11.324,9.98,6.908,7.004,9.692,9.98,7.484,7.292,6.812,8.156,8.828,9.884,9.596,8.348,10.172,10.076,9.116,6.716,7.196,12.188,11.516,6.812,6.908,10.46,10.076,8.252,7.1,6.044,6.716,9.404,8.924,7.388
10.076,10.076,8.54,6.332,7.388,12.572,12.956,11.42,9.98,8.444,8.156,6.236,9.692,9.98,11.228,10.748,7.868,7.388,7.484,10.364,11.036,7.772,8.732,9.308,9.212,9.308,10.076,9.404,9.788,10.652,9.884,10.172,10.268,7.484,6.044,8.828,10.172,11.516,10.268,10.172,6.524,7.292,10.268,11.708,9.788,10.556,8.06,6.812,7.292,6.812,8.252,8.252,7.676,7.58,9.308,11.132,10.748,8.444,7.484,6.62
9.212,10.748,10.268,7.292,6.332,9.308,12.956,12.86,12.668,11.228,10.364,8.156,8.252,9.116,6.428,8.06,6.908,9.404,11.036,10.172,10.076,8.348,6.428,6.044,8.156,9.884,9.884,9.692,9.788,8.06,6.524,6.62,7.292,9.116,11.228,11.228,9.596,10.268,11.708,8.06,7.1,11.42,13.052,8.54,7.1,7.388,7.964,9.212,9.404,9.5,9.5,9.788,9.692,8.348,7.004,6.332,7.868,9.884,10.556,6.62
9.884,9.98,7.1,8.636,9.404,10.076,10.172,10.364,10.364,8.828,6.428,6.236,10.844,11.42,10.076,10.748,9.404,6.524,7.388,9.788,10.076,7.772,8.156,11.804,12.38,9.98,10.172,9.98,10.268,10.652,9.884,10.652,9.308,10.94,11.516,10.94,6.332,5.948,10.556,13.34,11.324,9.212,6.332,6.044,9.308,11.228,10.268,9.5,10.748,11.228,7.196,6.62,7.292,9.692,11.516,11.036,6.812,8.06,10.172,10.844
9.5,9.212,8.54,10.46,9.884,7.676,7.388,9.308,9.788,11.132,9.788,6.908,7.1,11.612,11.228,9.884,8.348,6.428,7.772,8.636,12.572,11.132,10.172,8.636,7.676,7.772,9.692,11.516,9.884,9.98,8.252,6.332,7.388,8.06,9.884,11.036,10.652,11.132,10.94,11.804,10.556,7.388,6.428,7.58,7.484,10.172,11.708,10.076,8.444,6.62,8.444,8.156,8.636,9.116,9.404,9.5,9.5,9.5,6.62,9.98
